open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote,ignore
2026-04-13 11:29:00,70867.99000000,70868.00000000,70866.31000000,70866.32000000,1.29373000,2026-04-13 11:29:59.999,91682.40457580,276,0.85616000,60673.10068470,0
2026-04-13 11:30:00,70866.32000000,70897.00000000,70866.31000000,70892.31000000,11.65588000,2026-04-13 11:30:59.999,826150.89655270,1285,9.33436000,661586.62637590,0
2026-04-13 11:31:00,70892.31000000,70892.31000000,70883.10000000,70883.11000000,0.64022000,2026-04-13 11:31:59.999,45382.95329160,478,0.27787000,19696.51278370,0
2026-04-13 11:32:00,70883.10000000,70883.11000000,70849.29000000,70849.29000000,2.41464000,2026-04-13 11:32:59.999,171096.59203850,972,0.18538000,13135.58885260,0
2026-04-13 11:33:00,70849.30000000,70849.30000000,70843.20000000,70843.20000000,2.14790000,2026-04-13 11:33:59.999,152165.17754750,397,0.19814000,14036.98294490,0
2026-04-13 11:34:00,70843.20000000,70856.03000000,70841.71000000,70841.71000000,1.52733000,2026-04-13 11:34:59.999,108205.34401010,836,1.04878000,74300.95109270,0
2026-04-13 11:35:00,70841.71000000,70848.01000000,70838.94000000,70838.95000000,2.32265000,2026-04-13 11:35:59.999,164538.32382260,654,0.45470000,32211.78732460,0
2026-04-13 11:36:00,70838.95000000,70838.95000000,70806.22000000,70817.36000000,5.96716000,2026-04-13 11:36:59.999,422627.28259440,2476,1.58993000,112590.44016360,0
2026-04-13 11:37:00,70817.37000000,70833.30000000,70817.37000000,70833.29000000,0.73109000,2026-04-13 11:37:59.999,51780.20163890,701,0.43206000,30600.81016470,0
2026-04-13 11:38:00,70833.30000000,70875.55000000,70833.30000000,70875.55000000,3.28286000,2026-04-13 11:38:59.999,232588.59458320,1290,2.24225000,158856.21970430,0
2026-04-13 11:39:00,70875.55000000,70876.04000000,70848.73000000,70848.73000000,16.64500000,2026-04-13 11:39:59.999,1179694.18352800,990,1.56954000,111239.27112690,0
2026-04-13 11:40:00,70848.74000000,70891.49000000,70848.73000000,70877.51000000,5.56276000,2026-04-13 11:40:59.999,394301.48800770,1429,1.36475000,96712.72540020,0
2026-04-13 11:41:00,70877.51000000,70883.99000000,70865.28000000,70876.37000000,2.42129000,2026-04-13 11:41:59.999,171610.33830330,1036,0.96380000,68307.33025850,0
2026-04-13 11:42:00,70876.37000000,70923.46000000,70876.36000000,70902.66000000,12.22421000,2026-04-13 11:42:59.999,866805.02043860,2303,6.74960000,478594.72786030,0
2026-04-13 11:43:00,70902.65000000,70950.00000000,70902.65000000,70936.82000000,5.27093000,2026-04-13 11:43:59.999,373893.11273540,1730,4.10372000,291092.50336580,0
2026-04-13 11:44:00,70936.82000000,70942.80000000,70932.92000000,70936.04000000,2.90174000,2026-04-13 11:44:59.999,205841.00823860,843,2.53442000,179783.72915380,0
2026-04-13 11:45:00,70936.03000000,70968.00000000,70936.03000000,70956.96000000,11.71994000,2026-04-13 11:45:59.999,831575.59597350,1215,8.66041000,614494.19923170,0
2026-04-13 11:46:00,70956.96000000,70988.42000000,70932.35000000,70975.81000000,17.72450000,2026-04-13 11:46:59.999,1257676.80798140,2631,5.13603000,364471.57939060,0
2026-04-13 11:47:00,70975.82000000,70997.12000000,70943.74000000,70948.00000000,6.35158000,2026-04-13 11:47:59.999,450832.74187870,2340,2.72378000,193333.58121480,0
2026-04-13 11:48:00,70948.00000000,70954.58000000,70946.89000000,70952.09000000,2.43801000,2026-04-13 11:48:59.999,172974.99362140,916,1.92251000,136399.97944390,0
2026-04-13 11:49:00,70952.08000000,70952.09000000,70915.25000000,70926.55000000,6.16209000,2026-04-13 11:49:59.999,437061.67786160,2049,1.74120000,123486.18603380,0
2026-04-13 11:50:00,70926.55000000,70942.59000000,70915.20000000,70931.22000000,8.36290000,2026-04-13 11:50:59.999,593231.55343400,1558,1.41928000,100671.37240260,0
2026-04-13 11:51:00,70931.22000000,70934.81000000,70916.61000000,70931.25000000,1.30444000,2026-04-13 11:51:59.999,92517.31821870,922,0.66428000,47112.69894720,0
2026-04-13 11:52:00,70931.25000000,70939.69000000,70924.80000000,70924.80000000,2.85493000,2026-04-13 11:52:59.999,202512.86251760,1020,1.78943000,126932.77918970,0
2026-04-13 11:53:00,70924.81000000,70960.73000000,70922.03000000,70960.73000000,4.19698000,2026-04-13 11:53:59.999,297742.92887700,1051,3.43430000,243642.87097940,0
2026-04-13 11:54:00,70960.73000000,70964.07000000,70953.66000000,70953.66000000,1.40159000,2026-04-13 11:54:59.999,99453.03108240,769,0.62421000,44293.34907250,0
2026-04-13 11:55:00,70953.67000000,70953.67000000,70943.65000000,70951.80000000,1.62593000,2026-04-13 11:55:59.999,115355.87645010,808,0.95200000,67542.66081500,0
2026-04-13 11:56:00,70951.80000000,70951.80000000,70925.81000000,70925.91000000,5.71078000,2026-04-13 11:56:59.999,405096.63051830,1178,1.52262000,108000.83832810,0
2026-04-13 11:57:00,70925.92000000,70957.77000000,70925.91000000,70957.76000000,2.71978000,2026-04-13 11:57:59.999,192963.08912510,806,2.33572000,165715.45989440,0
2026-04-13 11:58:00,70957.76000000,70957.76000000,70939.67000000,70939.67000000,2.26421000,2026-04-13 11:58:59.999,160652.64919670,731,0.17969000,12749.12053460,0
2026-04-13 11:59:00,70939.66000000,70939.66000000,70929.67000000,70929.68000000,3.46452000,2026-04-13 11:59:59.999,245741.30110870,468,0.11644000,8259.12331680,0
2026-04-13 12:00:00,70929.68000000,70929.68000000,70868.24000000,70888.27000000,6.13481000,2026-04-13 12:00:59.999,434941.36664930,2627,1.13695000,80592.37071040,0
2026-04-13 12:01:00,70888.28000000,70888.28000000,70850.00000000,70851.23000000,7.91570000,2026-04-13 12:01:59.999,560939.33363180,1384,0.87027000,61663.47588450,0
2026-04-13 12:02:00,70851.22000000,70915.71000000,70847.75000000,70855.98000000,9.88990000,2026-04-13 12:02:59.999,700909.10567280,3760,4.92685000,349179.04433270,0
2026-04-13 12:03:00,70855.98000000,70913.98000000,70855.98000000,70889.65000000,4.66047000,2026-04-13 12:03:59.999,330393.86981500,2634,3.00049000,212702.38446150,0
2026-04-13 12:04:00,70889.65000000,70889.65000000,70853.70000000,70854.07000000,7.96510000,2026-04-13 12:04:59.999,564483.25120530,2118,1.80121000,127638.50870670,0
2026-04-13 12:05:00,70854.06000000,70895.58000000,70841.35000000,70895.57000000,2.19941000,2026-04-13 12:05:59.999,155872.52517640,1559,1.80841000,128162.53736570,0
2026-04-13 12:06:00,70895.58000000,70930.00000000,70878.96000000,70925.01000000,7.54782000,2026-04-13 12:06:59.999,535222.61950970,1800,4.96468000,352027.64195320,0
2026-04-13 12:07:00,70925.01000000,70962.37000000,70922.42000000,70935.67000000,9.62800000,2026-04-13 12:07:59.999,683034.57438260,1804,6.33476000,449394.70324080,0
2026-04-13 12:08:00,70935.67000000,71061.21000000,70935.66000000,71002.75000000,43.54536000,2026-04-13 12:08:59.999,3092979.87363460,4028,34.59171000,2456878.70261280,0
2026-04-13 12:09:00,71002.75000000,71017.17000000,70985.82000000,71017.17000000,11.25948000,2026-04-13 12:09:59.999,799424.57578000,2193,6.14651000,436415.97838520,0
2026-04-13 12:10:00,71017.16000000,71024.03000000,70995.49000000,71015.89000000,5.79051000,2026-04-13 12:10:59.999,411179.27218720,1512,3.92548000,278740.86557570,0
2026-04-13 12:11:00,71015.89000000,71024.03000000,71006.05000000,71016.17000000,4.54071000,2026-04-13 12:11:59.999,322461.13415690,978,1.82234000,129414.00104830,0
2026-04-13 12:12:00,71016.16000000,71044.62000000,71016.16000000,71016.60000000,3.65314000,2026-04-13 12:12:59.999,259481.62854330,1790,1.83753000,130522.72364000,0
2026-04-13 12:13:00,71016.59000000,71016.60000000,70980.92000000,70980.92000000,1.79905000,2026-04-13 12:13:59.999,127723.42671260,1229,0.30306000,21516.92180060,0
2026-04-13 12:14:00,70980.92000000,70980.93000000,70965.69000000,70965.70000000,1.85777000,2026-04-13 12:14:59.999,131861.61189180,623,0.18124000,12864.26350390,0
2026-04-13 12:15:00,70965.69000000,70980.42000000,70940.00000000,70977.92000000,8.58115000,2026-04-13 12:15:59.999,608867.18483900,2314,3.29903000,234079.65838100,0
2026-04-13 12:16:00,70977.93000000,70993.77000000,70970.01000000,70970.01000000,6.23186000,2026-04-13 12:16:59.999,442378.48761160,1196,5.48267000,389200.66672350,0
2026-04-13 12:17:00,70970.00000000,70974.59000000,70969.47000000,70969.48000000,1.27117000,2026-04-13 12:17:59.999,90215.28041310,473,0.65244000,46303.95309650,0
2026-04-13 12:18:00,70969.47000000,70969.47000000,70932.20000000,70938.64000000,4.58968000,2026-04-13 12:18:59.999,325601.40051620,1885,1.21689000,86322.52465790,0
2026-04-13 12:19:00,70938.64000000,70938.64000000,70934.35000000,70934.35000000,0.80314000,2026-04-13 12:19:59.999,56973.35647620,282,0.20873000,14806.81988320,0
2026-04-13 12:20:00,70934.35000000,70934.35000000,70908.70000000,70915.24000000,6.35878000,2026-04-13 12:20:59.999,450965.94832140,2280,3.65140000,258952.50392190,0
2026-04-13 12:21:00,70915.23000000,70938.98000000,70915.23000000,70929.34000000,2.33670000,2026-04-13 12:21:59.999,165741.53725950,1078,1.21724000,86330.62182170,0
2026-04-13 12:22:00,70929.34000000,70938.01000000,70929.34000000,70938.01000000,2.44459000,2026-04-13 12:22:59.999,173413.33167590,328,1.37223000,97342.26589750,0
